"Date","Price","Open","High","Low","Vol.","Change %"
"08/21/2024","180.11","179.92","182.38","178.89","35.60M","0.69%"
"08/20/2024","178.88","177.92","179.01","177.43","26.26M","0.37%"
"08/19/2024","178.22","177.64","178.30","176.16","31.13M","0.66%"
"08/16/2024","177.06","177.04","178.34","176.26","31.49M","-0.30%"
"08/15/2024","177.59","174.86","177.91","173.99","51.70M","4.40%"
"08/14/2024","170.10","172.11","172.28","168.86","28.84M","-0.08%"
"08/13/2024","170.23","167.81","171.04","167.10","39.24M","2.06%"
"08/12/2024","166.80","168.14","168.55","166.11","30.07M","-0.08%"
"08/09/2024","166.94","166.40","168.55","165.85","36.40M","0.69%"
"08/08/2024","165.80","165.16","166.69","162.55","44.62M","1.86%"
"08/07/2024","162.77","166.55","167.58","161.43","48.41M","0.52%"
"08/06/2024","161.93","161.71","165.08","158.54","59.95M","0.57%"
"08/05/2024","161.02","154.21","162.96","151.61","83.15M","-4.10%"
"08/02/2024","167.90","166.75","168.77","160.55","141.45M","-8.78%"
"08/01/2024","184.07","189.29","190.60","181.87","70.44M","-1.56%"
"07/31/2024","186.98","185.05","187.94","184.46","41.67M","2.90%"
"07/30/2024","181.71","184.72","185.86","179.38","39.51M","-0.81%"
"07/29/2024","183.20","183.84","184.75","182.38","33.27M","0.38%"
"07/26/2024","182.50","180.39","183.19","180.24","29.51M","1.47%"
"07/25/2024","179.85","182.91","183.90","176.80","44.46M","-0.54%"
"07/24/2024","180.83","183.20","185.45","180.41","41.53M","-2.99%"
"07/23/2024","186.41","184.10","189.39","183.56","47.54M","2.11%"
"07/22/2024","182.55","185.00","185.06","182.48","39.93M","-0.32%"
"07/19/2024","183.13","181.14","184.93","180.11","43.08M","-0.34%"
"07/18/2024","183.75","189.59","189.68","181.45","51.04M","-2.22%"
"07/17/2024","187.93","191.35","191.58","185.99","48.08M","-2.64%"
"07/16/2024","193.02","195.59","196.62","192.24","33.99M","0.16%"
